您的性别是？,您的年龄是？,您的最高学历（或目前在读学历）是？,SA1_他人评价担忧,SA2_缺点暴露恐惧,SA3_他人想法揣测,SA4_印象管理在意,SA5_线上表达焦虑,SB1_社交能量耗竭,SB2_社交回避倾向,SB3_社交愉悦缺失,SB4_社交回应懈怠,SB5_浅层关系负担,PC1_数据索取焦虑,PC2_过度收集担忧,PC3_使用透明诉求,PC4_数据滥用顾虑,PC5_安全事件容忍度,NFC1_自主决策偏好,NFC2_最终控制权诉求,NFC3_全权委托抵触,NFC4_事前确认需求,NFC5_紧急回撤意愿,ART1_决策威胁,ART2_推荐威胁,ART3_整体威胁,ART4_能力退化,ART5_价值稀释,DEA1_道德共识,DEA2_道德共识,DEA3_道德认知,DEA4_道德认知,DEA5_道德情感,TSE1_伦理目标共识,TSE2_尊严尊重诉求,TSE3_授权伦理判断,TSE4_信息自由顾虑,TSE5_透明性质疑,HTP1_感知温暖,HTP2_感知真诚,HTP3_感知善意,HTP4_感知友好,HTP5_感知拟人,SCO1_心理负担释放,SCO2_多任务处理辅助,SCO3_注意力资源优化,SCO4_低价值社交外包,SCO5_在线压力缓解,SIR1_表达风格偏离,SIR2_真实表达妥协,SIR3_自我代表性质疑,SIR4_社交真诚性质疑,SIR5_人设崩塌风险,DSC1_风格模仿能力,DSC2_分身完整性,DSC2_分身完整性[反处理后],DSC3_通用场景替代,DSC4_数字自我延伸,DSC5_分身逼真度,UI1_持续使用,UI2_追新动力,UI3_持续使用,UI4_尝试意愿,UI5_尝试意愿,DE1_比例程度,DE2_独立处理,DE3_比例程度,DE4_场合区分,DE5_权限授予,WTP1_付费意愿,WTP2_付费意愿,WTP3_高级订阅,WTP4_高级订阅,WTP5_顾虑排除
1,2,2,3,2,3,2,1,1,2,1,1,1,2,1,3,4,1,2,2,3,3,2,4,3,3,5,3,1,2,1,1,1,2,3,2,1,2,4,3,3,3,3,3,2,3,3,2,2,2,1,2,1,5,5,1,4,5,4,3,3,3,3,3,4,2,3,3,2,4,4,5,5,5
2,2,3,3,3,4,4,5,2,2,2,1,3,2,3,3,2,2,2,2,1,2,2,3,3,3,2,3,2,2,1,3,2,3,4,5,3,4,3,2,4,3,2,4,4,4,5,4,5,4,3,3,4,4,4,2,4,3,4,4,3,3,4,5,3,3,1,3,3,4,4,5,5,5
2,2,4,1,1,2,1,1,4,2,3,4,3,2,2,1,2,2,4,4,4,3,4,2,4,2,3,3,3,4,2,3,1,4,3,3,3,5,4,4,4,3,5,4,4,4,4,4,2,3,3,2,3,4,2,4,2,2,3,3,2,2,2,2,3,3,3,3,2,4,3,3,4,5
2,3,4,1,2,1,1,2,1,1,2,1,2,3,4,3,3,2,2,2,2,2,1,2,1,2,3,2,4,5,4,5,4,4,4,4,3,3,1,1,2,1,1,2,3,3,2,3,2,2,2,3,2,2,2,4,3,3,4,3,3,2,3,3,2,3,2,2,2,4,4,4,4,5
2,3,5,3,3,3,2,3,4,3,4,4,4,3,3,4,2,3,2,2,2,3,3,2,4,2,3,2,2,3,3,3,3,3,4,3,4,3,3,4,3,4,3,4,4,5,4,3,4,4,4,4,2,1,3,3,2,1,2,4,4,3,3,3,4,4,3,4,3,2,3,2,3,1
2,2,3,3,4,4,3,4,3,3,4,3,3,2,3,2,2,2,4,5,4,3,3,2,2,2,3,2,2,2,1,1,3,2,1,3,2,1,2,1,1,1,1,3,3,3,3,3,3,3,4,4,4,3,1,5,1,2,2,3,2,1,2,3,3,3,4,3,4,4,3,3,4,2
1,2,3,3,2,3,4,4,2,2,2,3,2,4,4,5,5,5,4,3,5,2,4,3,4,4,3,5,3,5,5,3,4,4,4,3,4,3,2,2,2,2,3,3,2,3,3,3,2,4,3,4,4,3,2,4,2,2,1,3,2,4,2,1,2,3,4,1,2,2,3,2,3,3
1,2,4,3,3,2,2,2,3,4,3,4,4,2,3,3,3,3,4,4,3,3,4,3,4,4,5,4,3,3,3,4,4,3,2,2,2,2,3,3,2,3,4,3,2,3,2,3,2,3,4,3,2,4,3,3,3,4,4,3,2,3,1,2,5,4,4,4,4,3,4,3,4,2
2,3,4,2,2,2,1,1,4,4,3,3,5,3,3,3,3,2,3,3,4,4,3,3,4,4,5,3,3,3,3,3,2,2,2,3,2,2,3,2,2,1,2,5,5,4,4,4,5,4,4,4,4,2,4,2,3,3,3,4,3,4,4,3,4,2,3,4,2,2,3,3,2,3
1,2,5,1,2,1,1,2,4,2,2,3,4,1,1,2,1,2,3,3,2,1,2,1,1,1,1,1,2,3,2,2,4,2,2,3,2,2,3,5,3,3,4,4,4,4,3,4,3,3,3,2,1,4,4,2,3,4,3,5,5,4,5,5,4,4,5,5,4,4,3,4,4,4
1,2,4,2,3,2,3,3,5,5,4,5,5,2,2,3,1,1,3,4,2,3,3,4,5,4,4,3,5,4,5,5,4,3,4,4,4,3,3,2,2,1,2,5,4,4,4,5,4,4,3,5,4,3,4,2,5,4,3,3,3,3,5,3,3,4,4,3,3,3,3,3,2,3
2,3,2,3,2,3,3,2,3,4,3,3,5,3,3,3,4,4,3,4,3,3,4,4,4,3,3,4,2,2,1,3,2,3,3,4,3,3,3,3,3,4,3,4,4,3,3,4,5,5,4,4,4,4,5,1,4,5,5,5,3,3,4,3,2,2,1,1,1,4,3,4,3,3
2,2,3,3,3,2,2,1,1,1,2,2,1,3,4,4,4,4,1,1,1,1,1,5,4,3,3,5,3,4,3,3,2,4,5,3,3,4,4,4,5,4,4,4,3,3,4,3,2,3,3,2,1,2,3,3,2,2,2,3,3,4,4,2,5,5,4,4,5,2,4,2,3,3
2,2,4,3,4,4,3,3,3,3,5,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,2,4,2,3,3,3,2,4,5,3,4,4,4,3,3,2,3,3,3,4,2,3,2,3,4,4,3,3,2,1,2,1,2,1,2,2,2,3,2
2,2,5,2,2,2,3,3,1,2,2,2,2,1,1,3,2,2,3,3,3,2,3,3,2,2,3,3,1,1,2,2,1,5,4,3,4,4,3,3,3,2,3,4,4,4,3,3,2,1,2,2,2,5,4,2,4,4,4,2,4,5,4,4,3,3,2,3,4,4,2,2,3,3
1,3,4,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,2,2,3,2,2,3,3,3,3,3,2,3,5,5,5,4,5,3,3,3,3,3,4,3,4,4,3,1,3,2,3,1,4,3,3,4,4,4,5,5,4,4,4,3,3,3,3,3,2,1,3,3,2
1,3,5,4,4,4,5,3,3,4,2,2,2,3,2,3,2,3,4,4,4,5,4,4,3,4,4,4,4,4,5,5,3,1,2,1,1,1,4,3,3,3,2,1,1,2,2,2,2,2,1,1,1,2,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3
2,3,5,3,2,2,2,1,3,2,2,2,3,3,4,3,3,3,4,2,3,3,3,2,3,2,3,2,1,2,2,2,1,3,4,4,4,4,4,4,5,5,4,3,4,4,4,4,3,4,3,4,3,3,4,2,4,3,4,3,4,3,3,3,4,5,4,5,4,4,4,4,3,4
1,3,4,4,3,3,3,3,3,3,3,2,2,4,5,4,4,3,3,3,4,3,3,2,2,2,2,2,4,5,3,4,2,4,3,1,3,3,3,2,2,3,3,2,4,3,5,3,4,4,4,4,5,1,1,5,1,2,2,2,3,3,3,2,3,4,3,3,3,3,3,4,4,4
1,2,3,3,4,3,2,3,1,2,1,2,1,1,3,2,3,1,5,5,5,4,5,2,1,3,2,3,3,3,3,2,2,4,3,4,2,3,4,4,4,3,4,1,1,1,2,1,4,4,4,4,5,3,3,3,2,3,3,4,4,3,3,4,2,2,3,1,3,2,3,2,1,2
2,3,5,1,2,1,2,2,3,4,4,3,4,3,3,2,3,2,3,3,3,2,3,4,4,3,4,5,3,3,3,3,4,2,3,3,2,3,5,5,4,4,4,4,4,4,3,5,5,4,4,3,4,3,2,4,3,3,2,2,3,1,2,2,3,3,4,3,3,4,4,4,5,4
1,3,5,3,4,2,3,2,3,1,3,2,2,3,1,1,1,1,3,3,3,3,3,4,4,3,3,2,2,2,2,3,3,5,5,5,5,5,2,2,1,1,2,2,2,2,3,1,1,1,1,1,1,5,5,1,5,4,4,5,5,5,4,5,4,4,4,4,4,3,4,4,3,4
1,3,4,4,4,4,5,5,2,3,3,3,3,4,3,4,4,3,4,5,3,3,3,5,4,4,3,4,2,3,4,4,5,2,2,2,3,2,3,4,3,2,2,2,2,2,2,1,5,3,5,3,4,4,4,2,4,5,5,3,2,2,3,1,3,3,3,2,4,5,4,3,3,3
1,3,3,2,1,1,1,2,1,3,2,1,2,3,3,4,4,3,3,2,3,2,3,3,3,4,2,3,4,3,3,3,3,2,2,2,3,3,4,5,5,5,5,4,4,3,5,4,3,3,3,3,4,3,3,3,2,2,2,3,3,3,3,2,2,2,3,4,3,4,3,2,3,4
1,3,4,3,5,4,4,4,4,3,3,3,3,2,2,2,3,2,3,2,3,3,2,2,2,3,3,3,1,3,2,2,3,2,2,4,2,4,5,5,4,5,5,3,2,3,2,2,4,3,3,4,4,4,4,2,4,5,5,3,3,4,3,4,3,3,2,3,3,2,2,4,3,3
1,3,5,3,1,2,2,2,5,4,5,5,5,2,2,3,3,2,4,3,4,3,4,3,2,3,3,3,2,1,1,3,2,3,3,4,4,4,4,5,5,4,5,3,3,2,2,2,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,4,2,3,2,2,3,3
1,2,3,1,1,1,2,1,1,1,1,2,3,3,5,3,4,4,3,2,3,2,3,3,3,4,3,4,2,2,2,1,1,2,1,1,2,2,4,5,5,5,4,5,4,3,4,3,4,2,3,3,3,3,4,2,5,5,4,3,3,3,5,4,4,3,4,3,4,5,4,4,4,4
2,2,3,1,3,2,1,2,3,4,3,1,3,4,4,3,4,3,4,4,3,5,3,4,3,2,4,3,1,1,1,2,2,4,5,4,4,3,3,3,4,4,3,4,4,2,4,4,2,1,2,2,1,3,4,2,3,4,4,2,2,3,3,3,2,1,1,2,2,2,3,3,3,2
1,3,4,2,3,2,2,3,3,2,2,3,3,4,4,5,5,5,1,1,2,1,2,4,3,3,3,4,4,3,3,3,3,3,3,2,4,3,1,1,1,1,1,3,3,2,3,3,4,4,5,5,5,3,2,4,3,3,1,2,1,2,2,1,4,5,4,5,4,2,2,1,1,1
2,2,3,3,3,2,2,3,3,2,4,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,4,3,4,3,3,2,2,2,4,4,5,4,4,5,2,3,2,3,2,4,4,4,4,4,2,3,3,2,2,2,2,3,3,3,3,5,4,4,4,5,3,3,3,2,4
1,3,2,3,2,3,3,4,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,3,4,3,3,2,2,1,1,1,1,3,5,4,4,4,2,4,3,3,3,3,3,3,2,3,2,2,2,2,2,3,2,4,2,2,3,2,2,2,3,3,4,5,5,4,5,5,5,5,5,4
1,2,5,1,1,1,1,2,3,2,3,2,2,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,1,1,1,1,4,4,3,3,4,4,4,4,4,4,4,5,5,3,4,2,2,2,1,2,5,4,2,4,4,3,3,3,4,4,3,5,5,5,5,5,3,5,5,4,4
1,2,2,2,2,3,1,2,3,3,3,3,3,1,3,2,2,2,4,2,2,3,3,5,4,3,4,4,3,2,3,3,3,3,2,4,2,3,2,2,2,2,3,3,3,3,4,4,3,4,4,3,2,3,3,3,3,4,3,3,2,2,1,2,2,3,4,3,4,3,3,2,3,4
1,2,4,1,3,3,3,2,2,2,3,1,2,3,2,2,3,2,3,3,4,3,4,4,3,4,4,3,2,3,3,2,3,2,1,2,2,2,5,5,5,5,5,4,3,3,4,2,2,1,1,1,1,4,3,3,5,3,4,5,4,4,4,4,4,3,3,3,3,4,4,5,5,4
1,3,4,4,4,5,4,3,4,4,3,5,4,3,3,3,3,3,4,4,3,5,5,3,3,3,2,2,3,1,2,1,3,3,3,3,3,2,3,3,3,2,2,4,4,4,4,5,4,3,3,3,3,4,3,3,4,3,3,4,3,4,4,3,3,3,3,2,2,2,3,3,3,3
2,2,3,1,1,1,3,3,2,2,2,2,3,3,1,4,3,2,2,2,2,2,2,4,4,3,3,3,3,1,2,3,3,2,4,3,4,4,4,4,3,4,4,3,5,4,4,4,2,2,1,2,1,2,2,4,2,1,2,3,3,5,5,4,5,4,4,3,4,4,5,4,5,4
1,3,2,1,2,2,2,1,1,2,1,3,1,1,1,2,1,1,2,1,2,2,2,3,3,1,2,2,3,3,3,3,2,3,3,3,4,2,5,2,3,3,4,2,3,3,4,2,3,4,4,3,3,4,4,2,5,4,5,4,3,4,4,5,4,4,4,4,4,4,5,5,4,4
1,2,4,3,3,3,3,2,3,3,3,3,1,4,5,3,4,4,3,3,2,4,3,4,4,4,3,4,3,3,4,3,4,2,2,3,1,2,3,4,3,3,3,1,1,1,1,1,3,4,3,3,3,3,4,2,3,2,4,3,2,1,3,3,3,3,5,4,3,3,4,4,4,4
1,3,3,4,3,4,2,4,3,3,3,3,3,2,2,2,2,3,4,4,3,4,4,5,3,3,4,5,4,3,3,4,3,3,3,3,1,3,3,3,3,3,3,2,3,2,2,1,3,3,3,3,3,3,1,5,2,2,1,3,4,2,3,2,4,4,2,3,4,2,2,2,2,3
2,2,4,4,4,4,4,4,5,4,4,5,4,3,2,3,2,2,3,3,2,3,2,4,2,3,4,3,2,3,2,3,3,1,3,2,2,2,2,3,2,1,2,4,3,4,3,4,4,3,5,4,4,4,5,1,4,3,4,4,3,3,4,4,2,3,1,1,2,3,1,3,2,3
1,3,3,1,1,1,1,1,3,4,4,4,5,2,4,3,3,4,2,1,1,1,2,4,3,4,2,3,4,4,4,4,5,1,1,2,2,3,2,2,3,2,2,2,3,3,4,3,3,3,3,4,3,2,2,4,2,4,2,4,5,4,5,4,5,5,5,4,5,3,2,3,4,3
1,3,4,4,4,4,4,4,2,4,2,2,3,5,5,5,5,5,1,4,3,3,3,4,3,4,4,4,4,4,4,5,3,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,3,3,2,4,3,3,2,4,2,2,2,2,3,2,3,3,3,2,2,3,2,2,2,1,2,3
1,2,5,2,3,2,3,3,1,1,1,1,1,4,4,3,4,4,4,3,3,4,4,3,4,4,3,5,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,4,3,2,2,2,3,3,3,3,4,3,4,4,5,4,4,3,4,3,2,2,3,3,4,2,5
2,2,4,2,2,2,1,2,3,4,4,3,3,2,3,2,2,3,2,2,2,2,2,5,4,3,4,3,3,2,3,3,3,4,3,4,3,4,3,4,4,4,5,4,4,4,4,4,3,3,2,3,3,4,3,3,3,4,3,4,2,2,2,3,4,4,2,2,4,3,3,4,4,5
1,2,4,3,4,4,3,3,2,1,2,2,2,3,2,2,3,2,1,2,2,2,3,2,2,2,2,2,1,2,3,2,3,5,4,4,5,5,4,3,4,4,4,4,5,4,3,4,2,1,2,1,1,2,4,2,3,4,3,5,5,5,5,5,4,2,2,4,3,3,4,2,4,2
1,3,4,4,4,3,3,4,4,4,4,4,5,3,4,4,4,2,4,5,4,5,5,5,3,4,4,3,3,3,3,3,3,3,3,3,2,3,4,4,3,4,5,3,4,2,4,3,5,3,5,5,5,2,2,4,2,1,2,4,4,4,3,3,3,3,4,3,3,1,2,3,1,1
1,2,1,3,3,4,3,3,2,3,2,3,3,3,3,3,2,4,3,4,4,4,4,5,4,5,4,5,4,3,5,3,4,3,3,3,2,3,1,2,3,2,3,3,2,3,3,4,4,4,4,5,3,3,4,2,4,3,4,2,3,3,2,3,2,2,2,3,2,3,3,3,3,2
2,3,5,5,4,4,5,4,2,3,2,2,2,2,2,2,2,2,5,4,5,5,5,2,3,4,4,4,4,3,4,3,4,3,3,3,2,3,2,1,1,3,2,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,3,3,2,1,3,1,2,1,2,2,2,2,1,1,3,2
1,2,2,3,3,3,2,3,4,3,3,4,3,1,3,2,3,3,2,4,3,4,4,4,5,3,4,4,3,3,2,2,3,3,2,2,2,2,3,1,1,1,1,3,3,3,2,3,4,5,5,4,4,5,4,2,5,4,5,5,5,5,5,4,2,3,3,1,3,3,3,3,3,2
1,2,3,4,4,3,3,3,1,2,2,2,1,3,3,3,4,3,4,3,3,4,4,4,3,4,5,4,5,4,4,4,4,4,5,4,4,5,4,5,5,4,5,2,3,3,3,3,3,2,2,2,1,3,3,3,5,2,5,2,2,1,1,1,4,4,4,4,5,2,2,3,2,2
1,2,4,2,1,2,2,1,2,3,3,2,4,3,2,3,2,2,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,5,3,5,4,4,1,1,1,1,2,4,3,4,3,4,4,4,2,3,3,4,3,3,2,3,3,4,2,4,3,3,4,4,4,4,2
2,3,5,2,3,3,3,2,3,4,4,5,4,3,4,2,2,3,3,5,4,3,4,2,2,2,3,2,2,2,3,3,2,2,1,2,2,2,3,4,3,4,3,3,3,3,3,3,2,3,3,2,3,1,2,4,1,1,2,2,4,3,2,4,5,5,4,4,5,1,1,2,3,1
1,3,3,4,3,3,2,2,3,2,3,4,2,3,3,3,4,3,3,5,5,4,5,4,4,4,4,5,3,4,3,4,4,1,3,2,3,2,1,2,2,2,3,3,4,3,3,3,4,4,5,5,4,4,3,3,3,4,2,3,3,2,4,2,2,3,4,3,2,3,4,4,4,3
2,2,4,2,3,3,1,3,1,2,2,1,1,3,3,2,3,3,1,1,1,2,1,2,3,3,1,3,1,3,3,1,2,3,3,2,3,1,5,5,5,5,5,4,4,5,4,4,3,3,4,3,2,3,3,3,3,3,3,4,4,5,4,4,3,3,3,3,2,3,4,3,3,3
1,3,4,3,3,2,3,3,3,3,2,2,3,2,2,2,2,2,4,3,3,2,3,4,2,3,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,2,1,2,5,5,5,4,4,3,2,4,3,3,3,2,1,1,1,1,2,1,3,2,2,3,2,3,2,4
1,2,4,2,3,3,2,3,1,2,2,2,3,2,2,2,1,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,3,4,4,4,4,4,5,5,5,4,5,4,3,2,5,3,3,2,3,2,4,4,4,2,4,3,4,3,3,3,3,3,3,3,2,4,3,4,3,3,3,4
1,3,5,1,1,1,1,2,3,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,3,4,4,3,4,4,4,4,4,4,3,5,4,5,5,4,3,3,2,2,2,4,4,2,3,5,3,4,5,5,4,4,4,3,2,3,4,3,3,3,3,2
1,2,4,4,2,2,2,2,5,5,3,4,3,5,3,3,4,5,5,4,4,4,3,4,4,5,4,4,5,4,5,4,4,2,2,1,2,2,4,4,3,3,3,3,3,3,3,4,5,5,5,5,5,3,2,4,2,2,2,2,3,3,3,2,3,3,2,4,4,2,2,1,3,3
2,2,4,4,4,3,3,3,3,3,4,4,4,3,2,3,3,3,3,4,4,4,3,2,2,2,2,2,4,4,3,3,4,2,3,1,3,2,5,4,4,4,5,4,4,3,4,4,4,3,3,4,3,3,3,3,3,1,3,3,4,3,4,3,3,3,3,4,3,3,5,5,4,4
1,2,3,1,1,1,2,2,3,2,2,3,3,3,2,3,3,2,2,2,3,3,2,3,2,4,3,3,3,3,2,3,2,3,3,2,4,3,3,4,3,4,4,3,3,4,3,4,3,2,4,3,3,3,4,2,4,4,3,5,4,4,4,5,3,3,4,3,2,4,3,4,3,2
2,3,4,4,5,4,4,3,1,2,2,2,3,4,3,3,4,3,4,3,3,3,3,1,1,3,1,1,4,5,3,4,4,2,3,2,2,3,5,3,3,5,4,2,3,2,3,3,4,4,3,4,3,2,2,4,2,2,2,3,4,3,2,3,3,4,4,4,2,3,3,3,3,1
2,2,5,1,2,2,2,2,2,2,3,3,2,2,2,2,3,3,4,2,3,3,2,2,2,2,2,1,2,2,3,2,3,4,4,4,4,3,2,1,3,2,2,4,4,5,5,3,5,4,4,3,4,5,4,2,4,5,4,3,4,3,4,5,3,2,5,4,3,2,3,2,2,2
2,3,3,3,2,3,4,3,3,2,2,3,4,1,1,1,1,1,2,1,1,3,1,2,3,2,3,2,2,3,4,3,3,4,4,4,4,4,4,5,5,5,5,4,4,4,3,5,2,3,2,1,3,2,3,3,2,3,3,2,3,3,2,3,2,3,2,4,3,2,3,3,3,3
1,2,5,3,3,2,2,3,2,1,3,2,2,1,1,1,2,1,2,2,3,2,2,3,4,3,4,4,4,3,2,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,4,4,3,4,2,4,4,4,3,3,4,3,3,3,5,4,4,4,5,4,4,4,4,3,2,3,3,4
2,3,3,4,4,3,4,4,2,3,2,2,2,3,3,2,2,2,3,3,3,4,4,3,3,2,1,2,2,3,2,3,3,4,2,3,3,3,2,2,4,2,2,3,4,4,4,4,3,3,3,3,2,4,4,2,3,3,3,4,4,4,3,4,3,3,4,3,3,3,2,2,2,1
1,3,4,3,1,3,2,3,3,3,4,3,3,3,3,2,2,2,1,3,2,2,2,2,3,2,2,1,4,2,2,2,2,2,3,1,3,2,4,4,3,3,3,4,3,4,4,5,3,2,3,4,3,4,5,1,4,4,4,4,3,3,4,4,2,3,3,4,2,4,4,3,3,2
1,2,3,3,2,3,3,3,3,4,3,3,2,3,1,2,2,2,4,4,3,4,3,5,5,5,5,4,5,4,5,5,5,4,2,4,4,3,3,4,3,3,3,3,1,2,3,1,3,4,3,3,2,3,3,3,3,2,2,4,4,4,4,3,5,5,5,5,4,2,4,3,3,2
1,3,4,4,3,3,4,3,4,3,3,3,4,2,3,1,2,2,3,2,3,3,3,2,3,3,3,2,2,1,2,2,2,2,1,1,2,2,3,4,2,4,4,5,5,5,5,4,1,1,1,1,1,2,4,2,2,3,4,2,3,4,3,3,4,5,4,4,3,4,5,5,4,5
2,3,4,3,4,3,3,3,3,4,5,4,4,2,4,3,3,3,4,2,5,2,3,3,4,3,3,3,3,3,4,4,5,3,3,2,3,3,4,3,3,2,2,3,3,2,3,3,3,4,4,3,3,2,2,4,2,2,3,3,3,4,3,2,3,4,4,4,3,2,3,2,1,3
1,3,3,5,4,3,3,5,4,3,4,3,4,1,2,1,1,2,4,3,3,3,3,2,2,2,1,1,3,4,3,4,3,3,4,3,3,3,4,4,3,4,4,3,3,4,4,2,3,3,3,5,4,4,2,4,3,4,3,3,3,2,4,3,3,2,3,4,3,4,4,4,3,4
1,3,4,4,4,4,5,4,3,4,5,5,4,2,2,3,2,3,3,4,3,3,4,4,4,4,3,3,5,4,4,4,5,4,4,3,3,3,5,5,4,5,4,3,4,4,3,3,3,3,4,4,3,1,1,5,1,1,1,3,3,4,3,3,3,3,3,2,2,3,3,2,1,2
2,3,4,2,1,2,2,2,2,2,3,3,2,1,2,2,1,2,2,3,2,3,2,3,3,3,4,3,2,3,2,3,2,4,5,5,5,3,2,4,2,3,3,3,3,4,4,4,3,3,3,3,3,3,4,2,4,4,3,2,3,4,3,3,3,2,3,3,3,4,5,3,4,4
1,3,4,2,3,3,3,3,2,3,2,3,2,3,4,3,3,3,3,3,4,3,4,2,3,3,4,3,2,3,3,2,2,4,4,3,4,4,3,4,4,4,3,3,4,3,3,4,4,4,5,4,4,3,3,3,3,2,3,1,2,3,2,2,3,3,4,3,4,2,1,3,1,2
1,3,4,3,2,2,3,2,2,1,2,2,3,3,2,2,1,3,4,4,3,3,4,3,2,3,4,3,3,2,3,2,2,3,2,3,3,3,2,3,3,2,3,4,4,5,5,5,2,2,2,3,2,3,3,3,3,1,2,3,4,2,3,2,4,4,4,5,3,2,3,3,3,3
2,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,4,3,1,2,1,2,1,3,3,2,3,3,3,4,3,2,2,4,5,4,4,5,2,3,3,3,3,4,5,5,5,3,3,2,3,2,2,3,3,3,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5
2,3,3,4,2,5,4,4,4,5,4,5,4,4,5,4,4,3,5,5,5,5,4,3,5,4,4,5,5,4,5,5,4,1,3,2,2,3,4,5,5,3,4,3,2,4,1,2,4,5,4,5,5,4,2,4,3,4,3,3,4,3,4,4,2,3,2,3,2,2,2,2,1,1
1,2,4,3,3,2,2,3,1,1,2,1,1,1,1,1,2,2,3,3,4,4,3,1,1,2,1,1,2,2,2,3,2,5,3,4,3,4,5,5,3,5,3,5,5,5,4,5,2,2,3,1,2,5,5,1,5,5,5,5,5,4,4,5,3,5,3,4,3,4,4,4,4,4
2,3,4,5,4,5,5,5,4,3,3,4,4,5,5,5,5,5,5,4,4,3,4,4,3,2,4,3,4,3,5,3,3,3,3,3,3,3,2,2,1,4,3,3,3,1,1,3,4,4,5,3,4,2,2,4,1,3,3,4,4,5,5,5,2,3,4,3,3,2,2,3,4,1
1,3,4,3,3,3,2,3,2,2,2,2,4,3,3,2,4,4,4,3,4,4,3,3,3,3,3,3,4,3,2,2,2,4,3,3,2,3,3,3,2,2,2,3,4,4,4,3,2,2,1,3,3,3,2,4,3,3,3,4,4,4,3,5,3,1,3,2,2,4,3,3,3,4
1,2,3,1,2,1,2,2,4,3,4,3,4,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,3,1,4,3,3,3,3,4,4,4,3,5,3,4,4,3,4,3,3,5,2,3,5,5,1,5,5,5,4,3,4,3,3,4,5,4,4,4,4,3,2,3,2
1,2,3,4,5,4,4,4,2,4,3,3,3,1,3,2,3,3,3,3,2,2,2,3,4,4,4,3,2,2,2,1,1,2,2,2,2,2,3,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,4,2,3,3,3,3,3,4,3,3,2,3,2,2,1,4,4,5,3,3
2,3,3,2,2,3,2,3,2,2,3,4,3,4,3,3,3,4,3,4,3,3,4,3,4,3,3,4,3,2,2,2,1,2,4,4,4,3,1,2,2,4,2,3,2,3,2,2,3,2,4,2,2,2,2,4,2,4,2,3,4,3,4,1,3,3,2,4,3,4,3,3,3,3
2,2,2,3,4,3,2,2,1,3,1,1,2,1,1,1,1,3,2,2,1,1,1,2,1,3,1,2,3,4,3,2,3,4,4,3,4,3,3,3,5,3,3,3,4,5,4,4,1,2,2,1,1,3,2,4,3,2,3,3,3,2,1,2,5,5,5,5,5,3,4,5,3,5
1,2,4,2,3,4,3,2,4,4,4,5,5,3,2,2,3,2,4,4,4,4,4,3,1,2,3,3,2,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,4,4,5,4,4,4,3,3,3,3,4,3,2,2,3,4,2,3,3,3,4,2,2,5,3,5,4
1,3,4,2,3,4,4,4,3,2,2,2,2,2,1,1,1,2,1,2,2,2,3,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,3,1,1,3,2,2,2,2,1,1,2,3,4,2,4,2,4,2,4,4,3,1,2,1,1,1,4,4,3,5,4,4,3,5,4,4
1,2,4,4,4,4,3,3,2,1,3,2,2,2,1,2,3,2,2,2,3,2,1,1,3,2,3,3,1,2,2,1,1,4,5,4,4,4,3,4,4,5,4,1,1,2,2,3,3,2,3,3,2,3,5,1,3,3,3,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5
1,3,4,3,3,3,4,5,2,2,3,3,3,3,3,3,3,4,3,4,3,2,3,5,5,5,5,5,3,2,3,3,2,3,3,2,3,2,3,5,4,4,3,3,1,2,2,2,5,4,3,4,3,3,4,2,4,2,2,4,5,3,3,3,5,4,5,5,5,3,4,3,3,4
1,2,4,5,5,4,5,5,4,3,3,4,3,2,2,1,2,2,4,4,5,5,5,4,4,4,4,3,5,5,5,5,4,3,3,3,3,2,2,3,4,3,3,1,2,2,2,2,2,3,2,3,3,1,1,5,2,2,2,3,3,3,3,3,4,3,3,3,3,2,1,3,3,3
